

acc
| count/眼镜 | 1 | 5 | 6 |
| --------: | -: | -: | -: |
| 1 | 0.9419999718666077 | 0.8565022349357605 | 0.9927797913551331 |
| 2 | 0.9370352029800415 | 0.8472906351089478 | 0.9857142567634583 |
| 3 | 0.9579415917396545 | 0.868686854839325 | 0.9786477088928223 |
| 4 | 0.9429280161857605 | 0.8374384045600891 | 0.9751772880554199 |
| 5 | 0.9456630349159241 | 0.8592965006828308 | 0.9864406585693359 |
| average | 0.9451135635375977 | 0.8538429260253906 | 0.9837519407272339 |

loss
| count/眼镜 | 1 | 5 | 6 |
| --------: | -: | -: | -: |
| 1 | 0.3122333288192749 | 0.6313591599464417 | 0.03221748024225235 |
| 2 | 0.405166894197464 | 0.7836381793022156 | 0.06073538959026337 |
| 3 | 0.23701594769954681 | 0.764598548412323 | 0.09827130287885666 |
| 4 | 0.290558785200119 | 1.0685051679611206 | 0.08567989617586136 |
| 5 | 0.3214908838272095 | 0.8081139326095581 | 0.12608584761619568 |
| average | 0.9451135635375977 | 0.8538429260253907 | 0.9837519407272338 |
